,Year,Prodcom code,Commodity code,Prodcom Description,Commodity Description
5967,2025,22.21.30.82,39209200,"Plates, sheets, film, foil, strip of polyamides, non-cellular (excluding floor, wall, ceiling coverings, self-adhesive, reinforced, laminated, supported/similarly combined with other materials)","Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhe"
5968,2025,22.21.30.86,39209100,"Plates, sheets, film, foil and strip, of non-cellular poly(vinyl butyral), amino-resins, phenolic resins or polymerisation products, not reinforced, laminated, supported or similarly combined with other materials (excluding self-adhesive products as well ","""Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (exc"
5969,2025,22.21.30.86,39209300,"Plates, sheets, film, foil and strip, of non-cellular poly(vinyl butyral), amino-resins, phenolic resins or polymerisation products, not reinforced, laminated, supported or similarly combined with other materials (excluding self-adhesive products as well ","Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-ad"
5970,2025,22.21.30.86,39209400,"Plates, sheets, film, foil and strip, of non-cellular poly(vinyl butyral), amino-resins, phenolic resins or polymerisation products, not reinforced, laminated, supported or similarly combined with other materials (excluding self-adhesive products as well ","Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self"
5971,2025,22.21.30.86,39209921,"Plates, sheets, film, foil and strip, of non-cellular poly(vinyl butyral), amino-resins, phenolic resins or polymerisation products, not reinforced, laminated, supported or similarly combined with other materials (excluding self-adhesive products as well ","Polyimide sheet and strip, non-cellular, uncoated, or coated or covered solely with plastic, not reinforced, laminated, supported or similarly combined with other materials, not worked or only surface-worked, or only cut to rectangular, incl. square, shap"
5972,2025,22.21.30.86,39209928,"Plates, sheets, film, foil and strip, of non-cellular poly(vinyl butyral), amino-resins, phenolic resins or polymerisation products, not reinforced, laminated, supported or similarly combined with other materials (excluding self-adhesive products as well ","Plates, sheets, film, foil and strip, of non-cellular condensation polymerization products and rearrangement polymerization products, n.e.s., not reinforced, laminated, supported or similarly combined with other materials, not worked or only surface-worke"
5973,2025,22.21.30.86,39209952,"Plates, sheets, film, foil and strip, of non-cellular poly(vinyl butyral), amino-resins, phenolic resins or polymerisation products, not reinforced, laminated, supported or similarly combined with other materials (excluding self-adhesive products as well ","""Poly(vinyl fluoride) sheet, and biaxially oriented non-cellular poly""""vinyl alcohol"""" film containing by weight >= 97% of poly""""vinyl alcohol"""", uncoated, of a thickness of <= 1 mm, not reinforced, laminated, supported or similarly combined with other ma"
5974,2025,22.21.30.86,39209953,"Plates, sheets, film, foil and strip, of non-cellular poly(vinyl butyral), amino-resins, phenolic resins or polymerisation products, not reinforced, laminated, supported or similarly combined with other materials (excluding self-adhesive products as well ","Ion-exchange membranes of fluorinated non-cellular plastic material, for use in chlor-alkali electrolytic cells"
5975,2025,22.21.30.86,39209959,"Plates, sheets, film, foil and strip, of non-cellular poly(vinyl butyral), amino-resins, phenolic resins or polymerisation products, not reinforced, laminated, supported or similarly combined with other materials (excluding self-adhesive products as well ","""Plates, sheets, film, foil and strip, of non-cellular addition polymerization products, n.e.s., not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares"
5976,2025,22.21.30.90,39209990,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.c., not reinforced, laminated, supported or similarly combined with other materials (excluding self-adhesive products, floor, wall and ceiling coverings of HS 3918 and sterile surgical or","Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. sel"
5977,2025,22.21.41.10,39191012,"Self-adhesive strips of plastic with a coating consisting of unvulcanised natural or synthetic rubber, in rolls of a width ≤ 20 cm","""Plastic strips of poly""""vinyl chloride"""" or of polyethylene, coated with unvulcanised natural or synthetic rubber, self-adhesive, in rolls <= 20 cm wide"""
5978,2025,22.21.41.10,39191015,"Self-adhesive strips of plastic with a coating consisting of unvulcanised natural or synthetic rubber, in rolls of a width ≤ 20 cm","Plastic strips of polypropylene, coated with unvulcanised natural or synthetic rubber, self-adhesive, in rolls <= 20 cm wide"
5979,2025,22.21.41.10,39191019,"Self-adhesive strips of plastic with a coating consisting of unvulcanised natural or synthetic rubber, in rolls of a width ≤ 20 cm","""Plastic strips, coated with unvulcanised natural or synthetic rubber, self-adhesive, in rolls <= 20 cm wide (excl. such products of poly""""vinyl chloride"""", polyethylenes or polypropylenes)"""
5980,2025,22.21.41.40,39191080,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in rolls ≤ 20 cm wide (excluding plastic strips coated with unvulcanised natural or synthetic rubber)","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in rolls <= 20 cm wide (excl. plastic strips coated with unvulcanised natural or synthetic rubber)"
5981,2025,22.21.42.00,39199020,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls > 20 cm wide (excluding floor, wall and ceiling coverings of HS 3918)","Self-adhesive circular polishing pads of a kind used for the manufacture of semiconductor wafers, of plastics"
5982,2025,22.21.42.00,39199080,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls > 20 cm wide (excluding floor, wall and ceiling coverings of HS 3918)","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls > 20 cm wide (excl. floor, wall and ceiling coverings of heading 3918, and circular polishing pads used in semiconductor wafer production))"
5983,2025,22.21.43.10,39211100,"Plates, sheet, film, foil and strip of cellular polymers of styrene","Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, floor, wall and ceiling coverings of heading 3918 and sterile surgical or dent"
5984,2025,22.21.43.20,39211200,"Plates, sheets, film, foil and strip of cellular polymers of vinyl chloride","Plates, sheets, film, foil and strip, of cellular polymers of vinyl chloride, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, floor, wall and ceiling coverings of heading 3918 and sterile surgical "
5985,2025,22.21.43.30,39211310,"Plates, sheets, film, foil and strip of cellular polyurethanes","Plates, sheets, film, foil and strip, of flexible cellular polyurethane, unworked or not further worked than surface-worked or merely cut into squares or rectangles (excl. such self-adhesive products, and floor, wall and ceiling coverings of heading 3918 "
5986,2025,22.21.43.30,39211390,"Plates, sheets, film, foil and strip of cellular polyurethanes","Plates, sheets, film, foil and strip, of rigid cellular polyurethane, unworked or not further worked than surface-worked or merely cut into squares or rectangles (excl. such self-adhesive products, and floor, wall and ceiling coverings of heading 3918 and"
5987,2025,22.21.43.40,39211400,"Plates, sheets, film, foil and strip of regenerated cellular cellulose","Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, floor, wall and ceiling coverings of heading 3918 and sterile surgical or de"
5988,2025,22.21.43.50,39211900,"Plates, sheets, film, foil and strip of cellular plastics (excluding of polymers of styrene, of polymers of vinyl chloride, of polyurethanes, of regenerated cellulose)","Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked or merely cut into squares or rectangles (excl.those of polymers of styrene, vinyl chloride, polyurethanes and regenerated cellulose, self-adhesive products, floo"
5989,2025,22.21.44.10,39219010,"Non-cellular plates, sheets, film, foil, strip of condensation or rearrangement polymerisation products, polyesters, reinforced, laminated, supported/similarly comb. with other materials)","""Plates, sheets, film, foil and strip, of polyesters, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely cut into squares or rectangles (excl. of cellular plastic; self-adhesive product"
5990,2025,22.21.44.20,39219030,"Non-cellular plates, sheets, film, foil, strip, of phenolic resins","Plates, sheets, film, foil and strip, of phenolic resins, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, floor, wall an"
5991,2025,22.21.44.30,39219041,"Non-cellular plates, sheets, film, foil, strip of condensation or rearrangement polymerisation products, amino-resins (high pressure laminates, decorative surface one/both sides)","High-pressure laminates of amino-resins, with a decorative surface on one or both sides but otherwise unworked or merely cut into squares or rectangles"
5992,2025,22.21.44.40,39219043,"Other plates, sheets, films, foil and strip, of polymerisation products","Plates, sheets, film, foil and strip, of laminated amino-resins, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely cut into squares or rectangles (excl. high-pressure laminates of amin"
5993,2025,22.21.44.40,39219049,"Other plates, sheets, films, foil and strip, of polymerisation products","Plates, sheets, film, foil and strip, of unlaminated amino-resins, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, floor"
5994,2025,22.21.44.40,39219055,"Other plates, sheets, films, foil and strip, of polymerisation products","""Plates, sheets, film, foil and strip, of condensation or rearrangement polymerization products, whether or not chemically modified, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely c"
5995,2025,22.21.44.40,39219060,"Other plates, sheets, films, foil and strip, of polymerisation products","Plates, sheets, film, foil and strip, of addition polymerization products, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive product"
5996,2025,22.21.44.50,39219090,"Other plates, sheets, films, foil and strip, of plastics, non-cellular, other than made by polymerisation","""Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly combined with other materials, unworked or merely surface-worked or merely cut into squares or rectangles (excl. of cellular plastic, addition polymerization"
5997,2025,22.22.11.00,39232100,Sacks and bags of polymers of ethylene (including cones),"Sacks and bags, incl. cones, of polymers of ethylene"
5998,2025,22.22.12.00,39232910,Plastic sacks and bags (including cones) (excluding of polymers of ethylene),"""Sacks and bags, incl. cones, of poly""""vinyl chloride"""""""
5999,2025,22.22.12.00,39232990,Plastic sacks and bags (including cones) (excluding of polymers of ethylene),"""Sacks and bags, incl. cones, of plastics (excl. those of poly""""vinyl chloride"""" and polymers of ethylene)"""
6000,2025,22.22.13.00,39231010,"Plastic boxes, cases, crates and similar articles for the conveyance or packing of goods","Boxes, cases, crates and similar articles, of plastic, specially shaped or fitted for the conveyance or packing of semiconductor wafers, masks, or reticles"
6001,2025,22.22.13.00,39231090,"Plastic boxes, cases, crates and similar articles for the conveyance or packing of goods","Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics (excl. special ones for semiconductor wafers, masks or reticles)"
6002,2025,22.22.14.50,39233010,"Plastic carboys, bottles, flasks and similar articles for the conveyance or packing of goods, of a capacity ≤ 2 litres","Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of plastics, with a capacity of <= 2 l"
6003,2025,22.22.14.70,39233090,"Plastic carboys, bottles, flasks and similar articles for the conveyance or packing of goods, of a capacity > 2 litres","Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of plastics, with a capacity of > 2 l"
6004,2025,22.22.19.10,39234010,"Spools, cops, bobbins and similar supports, of plastics","Spools, reels and similar supports, of plastics, for photographic and cinematographic film or for tapes, films and the like, for sound or video recordings or the recording of signals, data or programmes"
6005,2025,22.22.19.10,39234090,"Spools, cops, bobbins and similar supports, of plastics","Spools, cops, bobbins and similar supports, of plastics (excl. those for photographic and cinematographic film or for tapes, films and the like, for sound or video recordings or the recording of signals, data or programmes)"
6006,2025,22.22.19.25,39235010,"Plastic stoppers, lids, caps, capsules and other closures","Caps and capsules for bottles, of plastics"
6007,2025,22.22.19.25,39235090,"Plastic stoppers, lids, caps, capsules and other closures","Stoppers, lids, caps and other closures, of plastics (excl. caps and capsules for bottles)"
6008,2025,22.22.19.50,39239000,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates and similar articles; sacks and bags, including cones; carboys, bottles, flasks and similar articles; spools, spindles, bobbins and similar supports; stoppers, ","""Articles for the conveyance or packaging of goods, of plastics (excl. boxes, cases, crates and similar articles; sacks and bags, incl. cones; carboys, bottles, flasks and similar articles; spools, spindles, bobbins and similar supports; stoppers, lids, c"
6009,2025,22.23.10.11,39252000,"Plastic doors, windows and their frames and thresholds for doors","Doors, windows and their frames and thresholds for doors, of plastics"
6010,2025,22.23.10.20,39253000,"Plastic shutters, blinds and similar articles and parts thereof","Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics (excl. fittings and similar articles)"
6011,2025,22.24.11.10,39181010,"Floor coverings in rolls or in tiles and wall or ceiling coverings consisting of a support impregnated, coated or covered with polyvinyl chloride","""Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall or ceiling coverings """"in rolls with a width of >= 45 cm, consisting of a layer of plastics fixed permanently on a backing of any material other than paper, the fac"
6012,2025,22.24.11.19,39181090,"Floor coverings of polymers of vinyl chloride whether or not self-adhesive, in rolls or in the form of tiles","""Floor coverings of polymers of vinyl chloride, whether or not self-adhesive, in rolls or in the form of tiles (excl. those on a backing coated, impregnated or covered with poly""""vinyl chloride"""")"""
6013,2025,22.24.11.20,39189000,Floor coverings in rolls or in tiles; and wall or ceiling coverings of plastics (excluding of polymers of vinyl chloride),"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles, and wall or ceiling coverings in rolls with a width of >= 45 cm, consisting of a layer of plastics fixed permanently on a backing of any material other than paper"
6014,2025,22.24.12.00,59041000,"Linoleum and hard non-plastic surface floor coverings, i.e. resilient floor coverings, such as vinyl, linoleum etc.","Linoleum, whether or not cut to shape"
6015,2025,22.24.12.00,59049000,"Linoleum and hard non-plastic surface floor coverings, i.e. resilient floor coverings, such as vinyl, linoleum etc.","Floor coverings consisting of a coating or covering applied on a textile backing, whether or not cut to shape (excl. linoleum)"
6016,2025,22.24.13.10,39221000,"Plastic baths, shower-baths, sinks and wash-basins","Baths, shower-baths, sinks and washbasins, of plastics"
6017,2025,22.24.13.20,39222000,Plastic lavatory seats and covers,"Lavatory seats and covers, of plastics"
6018,2025,22.24.13.30,39229000,"Plastic bidets, lavatory pans, flushing cisterns and similar sanitary ware (excluding baths, showers-baths, sinks and wash-basins, lavatory seats and covers)","Bidets, lavatory pans, flushing cisterns and similar sanitary ware, of plastics (excl. baths, shower-baths, sinks, washbasins, lavatory seats and covers)"
6019,2025,22.24.14.00,39251000,"Plastic reservoirs, tanks, vats, intermediate bulk and similar containers, of a capacity > 300 litres","Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l"
6020,2025,22.24.19.10,39259010,"Builder’s ware of plastics, fittings and mountings intended for permanent installation in or on doors, windows, staircases, walls or other parts of buildings","Fittings and mountings intended for permanent installation in or on doors, windows, staircases, walls or other parts of buildings, of plastics"
6021,2025,22.24.19.90,39259080,"Builders’ ware for the manufacture of flooring, walls, partition walls, ceilings, roofing, etc., guttering and accessories, banisters, fences and the like, fitted shelving for shops, factories, warehouses, storerooms, etc., architectural ornaments such as","Builders' ware for the manufacture of flooring, walls, partition walls, ceilings, roofing, etc. guttering and accessories, banisters, fences and the like, fitted shelving for shops, factories, warehouses, storerooms, etc., architectural ornaments such as "
6022,2025,22.24.20.10,94069090,"Prefabricated buildings, of plastics","Prefabricated buildings, whether or not complete or already assembled (excl. mobile homes and those made entirely or mainly of wood, iron or steel)"
6023,2025,22.25.00.00,,Processing and finishing services of plastic products,No corresponding Commodity code available
6024,2025,22.26.10.00,39262000,"Plastic articles of apparel and clothing accessories (including headgear, gloves, raincoats, aprons, belts and babies’ bibs) (excluding safety headgear)","Articles of apparel and clothing accessories produced by the stitching or sticking together of plastic sheeting, incl. gloves, mittens and mitts (excl. goods of 9619)"
6025,2025,22.26.10.00,65069100,"Plastic articles of apparel and clothing accessories (including headgear, gloves, raincoats, aprons, belts and babies’ bibs) (excluding safety headgear)","Bathing caps, hoods and other headgear, whether or not lined or trimmed, of rubber or plastics (other than safety headgear and headgear having the character of toys or festive articles)"
6026,2025,22.26.21.10,39241000,Tableware and kitchenware of plastic,"Tableware and kitchenware, of plastics"
6027,2025,22.26.21.20,39249000,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, shower-baths, washbasins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware)","Household articles and toilet articles, of plastics (excl. tableware, kitchenware, baths, shower-baths, washbasins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware)"
6028,2025,22.26.22.00,94059200,"Plastic parts for lamps, lighting fittings and illuminated signs and name-plates","Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, n.e.s."
6029,2025,22.26.23.00,39261000,"Office or school supplies of plastic (including paperweights, paper-knives, blotting pads, pen-rests and book marks)","Office or school supplies, of plastics, n.e.s."
6030,2025,22.26.24.10,39263000,"Plastic fittings for furniture, coachwork or the like","Fittings for furniture, coachwork and the like, of plastics (excl. building components for permanent mounting on parts of buildings)"
6031,2025,22.26.24.20,39264000,"Statuettes and other ornamental articles of plastic (including photograph, picture and similar frames)","Statuettes and other ornamental articles, of plastics"
6032,2025,22.26.24.30,39269050,"Perforated buckets and similar articles used to filter water at the entrance to drains, of plastic","Perforated buckets and similar articles used to filter water at the entrance to drains, of plastics"
6033,2025,22.26.25.10,96151100,"Hard rubber or plastic combs, hair-slides and the like (excluding electro-thermic hairdressing apparatus)","Combs, hair-slides and the like of hard rubber or plastics"
6034,2025,22.26.25.15,96159000,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, of plastic (excluding electro-thermic hairdressing apparatus)","Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, n.e.s. (excl. electro-thermic appliances of heading 8516)"
6035,2025,22.26.25.20,39269097,Other articles made from plastic sheet,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s."
6036,2025,22.26.25.90,39269097,Other articles of plastic n.e.c. (excluding protective face shields/visors and appliances identifiable for ostomy use),"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s."
6037,2025,22.26.91.10,,"Plastic parts for machinery and mechanical appliances, excluding internal combustion piston engines, gas turbines",No corresponding Commodity code available
6038,2025,22.26.91.20,,Plastic parts for apparatus of HS 8509 and 8516,No corresponding Commodity code available
6039,2025,22.26.91.25,,"Plastic parts for turntables, record players, cassette-players, magnetic tape recorders, other sound or video recording/reproducing apparatus excluding pick-up cartridges",No corresponding Commodity code available
6040,2025,22.26.91.30,,Plastic parts for apparatus of HS 8525 to 8528,No corresponding Commodity code available
6041,2025,22.26.91.40,,"Plastic products, parts of apparatus of HS 8535 to 8537, and 8542",No corresponding Commodity code available
6042,2025,22.26.91.50,,"Plastic parts for locomotives or rolling stock, railway or tramway track fixtures and fittings, mechanical signalling, safety or traffic control equipment",No corresponding Commodity code available
6043,2025,22.26.91.60,,Plastic parts and accessories for all land vehicles (excluding for locomotives or rolling stock),No corresponding Commodity code available
6044,2025,22.26.91.70,,Plastic parts for aircraft and spacecraft,No corresponding Commodity code available
6045,2025,22.26.91.80,,"Plastic parts for electrical machinery and equipment, sound recorders and reproducers, television image and sound recorders and reproducers",No corresponding Commodity code available
6046,2025,22.26.91.90,,"Plastic parts for optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus",No corresponding Commodity code available
6047,2025,23.11.11.10,70031210,"Non-wired sheets, of cast or rolled glass, whether or not with absorbent, reflecting or non-reflecting layer, but not otherwise worked","""Cast glass and rolled glass, optical, in non-wired sheets, coloured throughout the mass """"body tinted"""", opacified, flashed or having an absorbent, reflecting or non-reflecting layer, but not otherwise worked"""
6048,2025,23.11.11.10,70031291,"Non-wired sheets, of cast or rolled glass, whether or not with absorbent, reflecting or non-reflecting layer, but not otherwise worked","Cast glass and rolled glass, in non-wired sheets, having a non-reflecting layer, but not otherwise worked (excl. optical glass)"
6049,2025,23.11.11.10,70031299,"Non-wired sheets, of cast or rolled glass, whether or not with absorbent, reflecting or non-reflecting layer, but not otherwise worked","""Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", opacified, flashed or having an absorbent or reflecting layer, but not otherwise worked (excl. optical glass)"""
6050,2025,23.11.11.10,70031910,"Non-wired sheets, of cast or rolled glass, whether or not with absorbent, reflecting or non-reflecting layer, but not otherwise worked","""Cast glass and rolled glass, optical, in non-wired sheets, not otherwise worked (excl. glass coloured throughout the mass """"body tinted"""", opacified, flashed or having an absorbent, reflecting or non-reflecting layer)"""
6051,2025,23.11.11.10,70031990,"Non-wired sheets, of cast or rolled glass, whether or not with absorbent, reflecting or non-reflecting layer, but not otherwise worked","""Cast glass and rolled glass, in non-wired sheets, not otherwise worked (excl. glass coloured throughout the mass """"body tinted"""", opacified, flashed or having an absorbent, reflecting or non-reflecting layer, and optical glass)"""
6052,2025,23.11.11.30,70032000,"Wired sheets or profiles, of cast or rolled glass, whether or not with absorbent, reflecting or non-reflecting layer, but not otherwise worked","Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or non-reflecting layer, but not otherwise worked"
6053,2025,23.11.11.30,70033000,"Wired sheets or profiles, of cast or rolled glass, whether or not with absorbent, reflecting or non-reflecting layer, but not otherwise worked","Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked"
6054,2025,23.11.11.50,70042010,"Sheets, of drawn glass or blown glass, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","""Sheets of optical glass, drawn or blown, coloured throughout the mass """"body tinted"""" opacified, flashed or having an absorbent, reflecting or non-reflecting layer, but not otherwise worked"""
6055,2025,23.11.11.50,70042091,"Sheets, of drawn glass or blown glass, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","Sheets of glass, drawn or blown, having a non-reflecting layer, but not otherwise worked (other than optical glass)"
6056,2025,23.11.11.50,70042099,"Sheets, of drawn glass or blown glass, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","""Sheets of glass, drawn or blown, coloured throughout the mass """"body tinted"""", flashed or having an absorbent or reflecting layer, but not otherwise worked (other than optical glass)"""
6057,2025,23.11.11.50,70049010,"Sheets, of drawn glass or blown glass, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","""Sheets of optical glass, drawn or blown, but not otherwise worked (excl. glass coloured throughout the mass """"body tinted"""" opacified, flashed or having an absorbent, reflecting or non-reflecting layer)"""
6058,2025,23.11.11.50,70049080,"Sheets, of drawn glass or blown glass, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","""Sheets of glass, drawn or blown, otherwise unworked (other than coloured throughout the mass """"body tinted"""", opacified, flashed or having an absorbent, reflecting or non-reflecting layer, optical glass)"""
6059,2025,23.11.12.30,70052125,"Non-wired sheets, of float, surface ground or polished glass, coloured throughout the mass, opacified, flashed or merely surface ground","""Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", opacified, flashed or merely surface ground, but not otherwise worked, of a thickness of <= 3,5 mm (excl. wired glass or glass having an absorbent, reflecting "
6060,2025,23.11.12.30,70052130,"Non-wired sheets, of float, surface ground or polished glass, coloured throughout the mass, opacified, flashed or merely surface ground","""Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", opacified, flashed or merely surface ground, but not otherwise worked, of a thickness of > 3,5 mm but <= 4,5 mm (excl. wired glass or glass having an absorbent"
6061,2025,23.11.12.30,70052180,"Non-wired sheets, of float, surface ground or polished glass, coloured throughout the mass, opacified, flashed or merely surface ground","""Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", opacified, flashed or merely surface ground, but not otherwise worked, of a thickness of > 4,5 mm (excl. wired glass or glass having an absorbent, reflecting o"
6062,2025,23.11.12.90,70052925,"Other sheets of float/ground/polished glass, n.e.c.","""Float glass and surface ground and polished glass, in sheets, but not otherwise worked, of a thickness of <= 3,5 mm (excl. wired glass or glass coloured throughout the mass """"body tinted"""", opacified, flashed or merely surface ground, or glass having an "
6063,2025,23.11.12.90,70052935,"Other sheets of float/ground/polished glass, n.e.c.","""Float glass and surface ground and polished glass, in sheets, but not otherwise worked, of a thickness of > 3,5 mm but <= 4,5 mm (excl. wired glass or glass coloured throughout the mass """"body tinted"""", opacified, flashed or merely surface ground, or gla"
6064,2025,23.11.12.90,70052980,"Other sheets of float/ground/polished glass, n.e.c.","""Float glass and surface ground and polished glass, in sheets, but not otherwise worked, of a thickness of > 4,5 mm (excl. horticultural glass or wired glass or glass coloured throughout the mass """"body tinted"""", opacified, flashed or merely surface groun"
6065,2025,23.11.12.90,70053000,"Other sheets of float/ground/polished glass, n.e.c.","Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, wired, but not otherwise worked"
6066,2025,23.12.11.50,70060010,"Optical glass of HS 7003, 7004 or 7005, bent, edge-worked, engraved, etc.","Sheets or profiles of optical glass, whether or not having an absorbent or reflecting layer, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials (excl. safety glass, multiple-walled insulating"
6067,2025,23.12.11.90,70060090,"Other glass of HS 7003, 7004 or 7005, bent, edge-worked, engraved, etc.","Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, bent, edge-worked, engraved, enamelled or otherwise worked, but not framed or fitted with other materials (excl. optical glass, safety glass, multiple-wal"
6068,2025,23.12.12.10,70071110,"Toughened (tempered) safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels and other vehicles","""Toughened """"tempered"""" safety glass, of size and shape suitable for incorporation in motor vehicles"""
6069,2025,23.12.12.10,70071190,"Toughened (tempered) safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels and other vehicles","""Toughened """"tempered"""" safety glass, of size and shape suitable for incorporation in aircraft, spacecraft, vessels or other vehicles (excl. motor vehicles)"""
6070,2025,23.12.12.30,70071910,"Toughened (tempered) safety glass, n.e.c.","""Toughened """"tempered"""" safety glass, enamelled"""
6071,2025,23.12.12.30,70071920,"Toughened (tempered) safety glass, n.e.c.","""Toughened """"tempered"""" safety glass, coloured throughout the mass """"body tinted"""", opacified, flashed or having an absorbent or reflecting layer (excl. glass of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels an"
6072,2025,23.12.12.30,70071980,"Toughened (tempered) safety glass, n.e.c.","""Toughened """"tempered"""" safety glass (excl. enamelled, coloured throughout the mass, opacified, flashed or with an absorbent or reflecting layer, glass of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels and other"
6073,2025,23.12.12.50,70072120,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels and other vehicles",Laminated safety glass of size and shape suitable for incorporation in motor vehicles (excl. multiple-walled insulating units)
6074,2025,23.12.12.50,70072180,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels and other vehicles","Laminated safety glass of size and shape suitable for incorporation in aircraft, spacecraft, vessels or other vehicles (excl. for motor vehicles and multiple-walled insulating units)"
6075,2025,23.12.12.70,70072900,"Laminated safety glass, n.e.c.","Laminated safety glass (excl. glass of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels or other vehicles, multiple-walled insulating units)"
6076,2025,23.12.13.00,70099100,"Glass mirrors, whether or not framed","Glass mirrors, unframed (excl. rear-view mirrors for vehicles, optical mirrors, optically worked, mirrors > 100 years old)"
6077,2025,23.12.13.00,70099200,"Glass mirrors, whether or not framed","Glass mirrors, framed (excl. rear-view mirrors for vehicles, optical mirrors, optically processed, and mirrors of an age of > 100 years)"
